	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50
Cell_486	-1	0	0	1	0	-1	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	-1	1	0	0	1
Cell_487	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	-1	0	0	-1	0	0	-1	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	1
Cell_488	-1	0	1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1
Cell_489	0	0	1	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_490	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	-1	0	0	0	-1	0	1	0	1	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	1	-1	0	0
Cell_491	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
Cell_492	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	1	-1	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	1	1	1	0	0	0	0	0	-1	0	0
Cell_493	0	-1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0
Cell_494	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	1	0	0	1	0	-1	0	0
Cell_495	1	0	1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	1	0	-1	0	0	-1	0	0	0	-1	0	0	1	0	1	0	-1	0	0	0	1	0	0	0	0	-1	0	0	1
Cell_496	0	0	0	-1	1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	-1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	0	-1	0	0	0
Cell_497	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	-1	1	0	0	1	0	0	0	0	0	-1
Cell_498	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	-1	0	0	0	1	0	1	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1
Cell_499	1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	1	0	-1	0	1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	1	0	0
Cell_500	0	0	1	1	0	0	0	0	1	1	-1	0	0	0	-1	0	0	0	0	1	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cell_501	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	1	1	-1	0	0	-1	0	1	0	1	1	0	0	0	0	0	0	1	-1	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_502	0	0	1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	-1	0	1	0	0	0	1
Cell_503	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	-1	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	1	0	-1
Cell_504	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	-1	0	0	0	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_505	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	-1	0	1	-1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	-1	0	0	0	0	0	0	1
Cell_506	0	0	1	0	-1	1	0	0	1	0	-1	0	0	0	0	0	-1	0	1	-1	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	-1	1	0	0	0	0	-1	0	0	0
Cell_507	0	0	0	0	0	0	0	0	1	0	-1	1	0	0	0	0	-1	1	0	0	0	0	1	0	1	0	0	-1	0	-1	0	1	0	0	1	1	-1	0	0	1	0	1	0	-1	0	0	-1	0	0	0
Cell_508	0	0	0	-1	0	-1	-1	-1	0	0	0	-1	1	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	-1	0	-1	0	0	0	1	0	0	1	0	1	0	0	1	0	-1	0	0	0	1	1	1
Cell_509	0	0	0	0	-1	-1	0	-1	0	0	0	0	1	0	0	-1	0	0	0	0	1	0	0	-1	0	0	-1	1	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1
Cell_510	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	-1	0	1	-1	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	1	-1	1	0	0	1	0	0	0	0	0	0	0	1
Cell_511	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0
Cell_512	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	1	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_513	0	-1	0	0	0	-1	0	0	0	1	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	0	0	0	1	0	0	0	0	0
Cell_514	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	-1	0	0	-1	-1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	-1	0	0	0
Cell_515	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	1	-1	0	0	0	0	0	0	0	0	-1	0	-1	1	1	0	1	1	0	0	1	1	0
Cell_516	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	-1	0	0	0	0	-1	0	0	0	1	-1	0	0	-1	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	1	-1	0	0	-1
Cell_517	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	-1	0	0	1	1	0	0	1	-1	0	0	0	1
Cell_518	0	0	0	0	-1	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	-1	0	1	-1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_519	0	0	0	0	0	0	0	0	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	-1	0	1	1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_520	0	0	1	0	-1	0	0	0	1	1	-1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	-1	1	0	1	0	-1	0	1	1	-1	0	-1	0	1	0	0	0	0	0	-1	0	0	-1
Cell_521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	1	0	0	0	0	1	0	0	1	0	0	-1	0	-1	0	0	1
Cell_522	0	0	-1	0	0	0	1	0	0	0	0	1	-1	-1	0	1	0	0	0	1	0	-1	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	-1	1	0	0	0	0	0	-1
Cell_523	0	-1	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	1	0	0	0	-1
Cell_524	-1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	-1	0	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	1	1	1	-1	0	0	0	0	0	0	0
Cell_525	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	1	0	-1	0	0	-1	0	1	-1	0	0	0	1	-1	0	0	0	1	0	0	1	0	0	0	0	0	0	-1	1
Cell_526	-1	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	1	0	0	-1	1	0	-1	1	0	0	0	-1	0	0	0	1
Cell_527	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	1	1	-1	1	0	0	-1	1	0	-1	1	0	0	1	0	1	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	-1	0	0	0	0
Cell_528	-1	1	0	0	0	1	1	0	0	1	0	0	-1	0	0	0	0	0	0	1	0	-1	-1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1
Cell_529	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	1	1	1	-1	0	0	0	-1	0	1	-1	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_530	0	0	1	0	0	1	0	-1	0	0	0	-1	0	0	-1	1	1	-1	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	1	1	1	0	1	1	0	0	0	0
Cell_531	0	0	0	0	0	0	1	0	1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	1	1	1	-1	0	-1	0	0	0	1	0	0	1	1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0
Cell_532	0	0	0	0	1	0	1	0	0	0	0	0	-1	0	1	-1	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_533	1	0	0	0	0	0	1	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	-1	1	0	0	1	0	-1	0	0	-1	1	0	0	0	0	0	-1
Cell_534	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	-1	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
Cell_535	0	0	0	0	0	0	0	0	1	0	-1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	-1	0	0	0
Cell_536	0	0	0	0	-1	0	1	0	0	-1	0	0	-1	-1	0	0	0	0	1	0	0	1	-1	-1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_537	-1	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	-1	-1	1	0
Cell_538	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	1	0	1	0	0	0	0	0	-1
Cell_539	0	1	-1	0	0	1	-1	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	-1	0	1	1	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	0
Cell_540	0	0	0	0	0	0	1	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	1	-1	0	0	0	0	1	1	0	0	1	0	-1	0	-1	0	1	0	0	0	1	0	-1
Cell_541	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	-1	1
Cell_542	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	-1
Cell_543	0	0	0	0	0	0	1	0	0	0	0	0	-1	1	0	0	1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	1	0	0	0	-1
Cell_544	0	0	0	0	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	-1	-1	0	0	1	1	0	0	0	1	0	-1
Cell_545	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	-1	0	-1	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	-1
Cell_546	0	1	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	-1	1	-1	-1	1	1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_547	1	0	1	0	0	0	0	0	1	0	-1	0	0	0	0	-1	1	0	0	0	0	0	1	0	1	-1	0	-1	0	0	0	0	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1
Cell_548	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cell_549	0	0	1	0	0	0	0	0	1	0	-1	0	0	0	-1	0	0	-1	0	0	1	0	1	0	1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	-1	-1	0	1
Cell_550	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	1	0	1	0	0	1	0	-1	0	0
Cell_551	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	-1	1	0	0	-1	1	0	-1	0	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	0	0	0	1
Cell_552	1	0	0	0	0	-1	0	1	0	0	0	0	-1	0	0	0	-1	0	-1	0	1	0	0	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0	1	1	-1	0	1	0	0	0	0	0	0	0	1
Cell_553	-1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	1	0	-1	1	1	1	1	0	0	1	-1	-1	0	0	0
Cell_554	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1
Cell_555	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	0
Cell_556	0	0	0	1	0	0	-1	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	-1	0	0	0	-1	-1	0
Cell_557	0	0	1	-1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	-1	-1	0	1	1	-1	0	0	1	0	1	0	0	-1	0	0	-1	0	0	0	1	0	0	1	-1	-1	0	0
Cell_558	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	-1	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	1	1	0	0	1	0	-1	0	0	0
Cell_559	0	0	1	0	0	1	0	0	1	0	0	1	0	-1	0	0	0	-1	0	-1	1	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	1	-1	0	0
Cell_560	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	-1	0	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	1	1	0	0	1	0	0	0	0	0
Cell_561	0	0	0	0	0	0	0	0	1	0	-1	0	1	-1	0	0	0	0	0	1	0	0	1	0	1	0	0	-1	0	0	0	0	-1	1	1	0	0	0	0	-1	0	0	0	0	1	0	-1	0	-1	0
Cell_562	1	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	0	-1	-1	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_563	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	-1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_564	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	1	1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1
Cell_565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	1	1	0	-1	1	0	0	0	0	0
Cell_566	0	0	-1	0	0	-1	1	-1	0	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	-1	0	-1	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1
Cell_567	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	-1	0	1
Cell_568	1	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	1	0	-1	0	0	0	1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	1
Cell_569	0	0	1	0	1	0	0	0	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	1	1	0	0	-1	0	1	0	0	0	0	1	0	0	1	0	-1	1	0
Cell_570	0	0	0	-1	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	-1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	-1	-1	0	0
Cell_571	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	1	1	1	0	0	1	0	0	0	1	0
Cell_572	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	-1	0	-1	0	0	0	-1	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	-1	-1	-1	0
Cell_573	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	-1	0	0	0	1	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	1
Cell_574	0	0	0	0	0	0	1	0	1	0	0	0	-1	-1	1	0	-1	-1	0	-1	0	0	-1	0	0	0	1	0	0	-1	0	0	0	-1	1	0	0	1	1	-1	0	0	0	1	0	0	0	0	0	-1
Cell_575	0	0	0	0	0	-1	1	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	-1	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	1	0	1	0	0	0	0	0	-1
Cell_576	0	0	0	1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	-1	0	0	-1	0	0	-1	0	1	0	1	0	1	-1	0	1	0	0	1	0	0	-1	0	0	1	-1	1
Cell_577	-1	0	0	0	-1	0	1	-1	0	1	0	1	0	0	0	1	0	-1	-1	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	0	1	0	-1	0	0	1	1	-1	-1	1	0	-1	0	0	0
Cell_578	0	0	0	0	0	0	0	0	1	0	-1	0	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	-1	0	0	0	-1	0	-1	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0
Cell_579	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	-1	0	-1	0	-1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	1	1	0	0	1	0	0	0	1	-1
Cell_580	0	0	0	0	0	1	1	1	0	0	0	0	-1	0	1	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	-1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_581	-1	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	-1	-1	0	1	0	1	0	0	0	0	0	-1
Cell_582	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	0	0	-1	0	-1	-1	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	1	1	0	0	1	0	0	-1	1	0
Cell_583	0	0	0	0	0	-1	1	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	1	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	-1	0	0	0	1	1	0	0	0	0	-1
Cell_584	0	1	0	1	0	0	1	1	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	-1	0	0	0	1	0	0	0	0	-1	-1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	-1
Cell_585	0	-1	0	0	0	0	0	0	1	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	1	0	1	-1	-1	-1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0
Cell_586	0	0	1	0	0	1	0	0	0	0	-1	0	0	0	0	1	1	-1	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	0	0	1	0	0	1	0	0	0	0	0
Cell_587	0	1	1	0	0	0	0	0	0	-1	0	1	0	0	-1	1	0	1	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	1	0	-1	0	-1	0	-1	0	0	0	-1	0	0	0	1	0	-1	0	0
Cell_588	0	0	1	0	0	0	1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	1	0	-1	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	1	0	-1
Cell_589	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	1	1	-1	0	1	0	-1	1	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	1	1	-1	-1	1	0	0	1	0	0
Cell_590	0	0	0	0	0	-1	0	0	0	1	1	0	0	0	0	0	1	0	1	0	-1	-1	0	1	-1	0	0	0	0	-1	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	1	-1	0	0	0	0
Cell_591	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	-1	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	-1	0	0	0	1	0	0	1	0	0	0	0	0
Cell_592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	0	-1	-1	0	-1	0	1	0	0	0	-1	0	0	0	-1	0	0	0	0	0	1	1	0	0	1	0	0	0	-1	0
Cell_593	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	1	0	1	-1	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1
Cell_594	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	-1	0	0	-1	-1	0	0	-1	0	0	0	0	0	0	1	1	0	0	0	1	-1	0	0	1	1	0	0	1	0	1	0	0	0
Cell_595	0	0	0	1	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	-1	1
Cell_596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	-1	0	0	0	-1	0	-1	1	1	0	0	1	0	1	0	1	0
Cell_597	0	0	0	0	1	0	0	0	1	0	-1	-1	0	-1	0	0	0	0	0	1	0	0	1	0	1	0	-1	-1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	0
Cell_598	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	-1	0	0	0	-1	-1	0	0	0	-1	1	-1	0	1	0	0	0	-1	0	0	0	-1	0	-1	1	0	0	0	0	-1	0	0
Cell_599	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	-1	1	0
Cell_600	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Cell_601	0	0	1	0	0	-1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	1	0	0	0	0	1	0	-1	1	0	-1	-1	0
Cell_602	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	1	-1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	0
Cell_603	0	0	1	0	0	0	0	0	-1	0	0	1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	-1	1	1	-1	0	0
Cell_604	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	1	-1	0	0	-1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	-1	0	0	0	1	1	0	0	1	0	-1
Cell_605	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	1	-1	-1	0	-1	0	0	1	0	0	0	0	1	0	0	0	0	-1	0	1	1	1	0	-1	1	0	0	0	0	0
Cell_606	0	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	1	0	-1	0	0	0	0	0	0	0	0	-1	0	-1
Cell_607	1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	1	0	0	-1	0	0	-1	0	0	-1	1	-1	0	1	0	1	0	-1	1	1	0	1	0	0	0	-1	0	0	1	1
