	TF_1	TF_2	TF_3	TF_4	TF_5	TF_6	TF_7	TF_8	TF_9	TF_10	TF_11	TF_12	TF_13	TF_14	TF_15	TF_16	TF_17	TF_18	TF_19	TF_20	TF_21	TF_22	TF_23	TF_24	TF_25	TF_26	TF_27	TF_28	TF_29	TF_30	TF_31	TF_32	TF_33	TF_34	TF_35	TF_36	TF_37	TF_38	TF_39	TF_40	TF_41	TF_42	TF_43	TF_44	TF_45	TF_46	TF_47	TF_48	TF_49	TF_50	TF_51	TF_52	TF_53	TF_54	TF_55	TF_56	TF_57	TF_58	TF_59	TF_60	TF_61	TF_62	TF_63	TF_64	TF_65	TF_66	TF_67	TF_68	TF_69	TF_70	TF_71	TF_72	TF_73	TF_74	TF_75	TF_76	TF_77	TF_78	TF_79	TF_80	TF_81	TF_82	TF_83	TF_84	TF_85	TF_86	TF_87	TF_88	TF_89	TF_90	TF_91	TF_92	TF_93	TF_94	TF_95	TF_96	TF_97	TF_98	TF_99	TF_100
Cell_61	0	0	0	0	-1	0	0	0	0	0	0	-1	1	-1	0	1	0	0	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	-1	0	0	1	0	1	1	0	0	0	-1	0	1	0	0	0	0	0	1	0	-1	0
Cell_62	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	-1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	-1	0	0	0
Cell_63	0	-1	0	0	0	0	0	0	1	0	1	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	1	-1	0	0	1	0	1	1	-1	0	0	1	1	-1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cell_64	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	0	0	0	-1	0	-1	0	-1	-1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	-1
Cell_65	0	0	1	0	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	-1	0	0
Cell_66	0	0	0	-1	0	1	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	-1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	0	-1	-1	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	1	0
Cell_67	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	0	0	1	1	1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0
Cell_68	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	1	0	-1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cell_69	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0
Cell_70	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	0	-1	1	1	1	0	0	0	0	0	0	0	0	0	0
Cell_71	0	-1	0	0	0	0	0	1	-1	0	1	0	1	-1	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	0	0	0	0	1
Cell_72	0	0	0	1	0	1	-1	0	0	-1	-1	0	-1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0
Cell_73	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	1	0	0	0	1	0	0	0	1	-1	1	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0
Cell_74	0	0	0	0	-1	0	1	-1	0	0	-1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	-1	0	-1	1	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	1	0	0	0	-1	1	0	0	1	0	-1	0	0	0	0	0	0
Cell_75	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	-1	1	0	0	0	0	-1	0	0	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
Cell_76	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	-1	0	0	0	0	-1	0	1	-1	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	-1	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0
Cell_77	0	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	-1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0
Cell_78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	-1	0	0	0	-1	1	0	0	0	0	1	1	1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	-1	0	0	-1	0	0	0	0
Cell_79	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	-1	0	0	1	0	0	0	1	1	-1	1	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Cell_80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	1	-1	0	0	0	0
Cell_81	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	1	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	-1	1	0	0	0	-1	0	0	0	0	1	0	0	1	0	1	0	0	0
Cell_82	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0
Cell_83	1	0	0	-1	0	0	0	0	-1	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	1	0	1	0	0	0	0	-1	0	-1	0	0	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	1	0	0	0	0	1	0
Cell_84	0	0	0	-1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	1	0	1	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cell_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	1	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	1	0	-1	0	-1	0	0	-1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	1	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	1
Cell_86	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	1	0	0	0	-1	0	0	1	0	0	0	-1	0	0	0	-1	0	0	1	0	0	-1	-1	0
Cell_87	0	1	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	-1	-1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	-1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0
Cell_88	0	0	0	0	-1	0	0	1	1	0	-1	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	0	0	0	0	0	0
Cell_89	0	0	0	0	-1	0	1	0	0	-1	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	1	-1	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	-1	0	0	1	0	1	0	0	-1	0	0	-1	0	0	1	0	0	1	0	0	1	-1	0	0	0	0	0	0	0	0	0
Cell_90	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	1	1	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0
Cell_91	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	1	0	0	0	0	0	-1	0	-1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	-1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cell_92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1
Cell_93	0	0	0	0	1	0	-1	-1	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	1	-1	0	0	0	0	1
Cell_94	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	-1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	0	0	0	0	0	-1	0	0
Cell_95	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	1	1	1	0	-1	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	1	0	1	0	0	0
Cell_96	0	0	0	0	-1	0	0	-1	0	1	0	0	0	0	0	0	-1	0	-1	0	0	0	1	-1	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Cell_97	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	1	0	1	1	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Cell_98	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	-1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	0	1	0	0	0	0	1	0	-1	1	0	-1	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0
Cell_99	1	0	0	0	-1	-1	0	1	0	0	0	0	0	1	0	0	1	1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	-1	1	0	0	0	0	0	0	1	0	1	0	1	0	0	-1	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	-1	0
Cell_100	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	1	0	-1	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	-1	0	0	0	0	0	-1	0	0
Cell_101	0	0	0	1	0	0	0	0	-1	0	0	0	1	0	0	0	-1	0	-1	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	-1	0	-1	0	-1	1	0	0	0	0	0	0	0	0	0	1	1	-1	0	0	0	1	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	0	-1
Cell_102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	-1	1	0	0	0	0	0	0	0	0	0	-1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	1	0	-1	0	0	0	0	1	1	1	-1	0	0	0	0	0	0	0	1	0	1	0	-1	-1
Cell_103	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	-1	1	1	-1	0	0	0	0	0	0	0	0	0	-1	0	1	0	-1	0	-1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Cell_104	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	1	-1	0	0
Cell_105	0	-1	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	1	1	-1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	1	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	-1	-1	-1	0
Cell_106	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	-1	-1	1	0
Cell_107	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	1	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	1	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1
Cell_108	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	1	0	0	0	1	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	-1	0	0	1	0	0	0	0	0	0	0	-1	0	0	0
Cell_109	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	-1	0	0	1	0
Cell_110	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	-1	0	-1	0
Cell_111	0	1	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	-1	-1	0	0
Cell_112	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	1	0	0	-1	-1	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	1	0	0	-1
Cell_113	0	-1	-1	0	0	-1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	0	0	0	-1	0	-1	1	-1	0	-1	0	0	0	0	0	1	0	-1	0	1	0	0	0	0	0	1	0	-1	0	0	-1	1	0	0	1	0	0	0	-1	-1	0	0	0	0	-1	0	0	0	0	0	0
Cell_114	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	-1	-1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1
Cell_115	0	-1	0	0	0	0	-1	-1	0	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0	1	0	-1	-1	1	0	0	1	0	-1	0	0	0	0	-1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	-1	0	-1
Cell_116	0	0	0	0	0	-1	0	1	-1	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	-1	1	0	0	-1	-1	-1	0	-1	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	0	-1	1
Cell_117	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0
Cell_118	0	-1	0	0	0	0	-1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	-1	0	0	1	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	-1	1	1	0	-1	0	1	0	0	0	-1	1	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0
Cell_119	-1	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	-1	0	0	-1	1	0	-1	0	0	0	0	0	-1	0	0	1	-1	-1	0	0	0	-1	0	0	0	1	0	0	-1	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1	0	0	1	0	-1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	-1	0	0
Cell_120	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0
Cell_121	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	0	1	0	-1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cell_122	0	-1	0	0	0	0	-1	-1	0	1	-1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
